YEAR;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Rk;Age;W%;L%;PW;PL;MOV;SOS;ORtg;DRtg;Pace;FTr;3PAr;TS%;OFeFG%;OfTOV%;ORB%;Of FT/FGA;DEFeFG%;DefTOV%;DRB%;Def FT/FGA;Arena;Attend.;Champion
92-93;Golden State Warriors;82;242.7;42.4;88.0;48.2;3.6;10.4;35;38.7;77.6;49.9;21.6;30.1;71.7;14.9;29.1;43.9;24.5;8.5;4.7;17.7;25.1;109.9;17;25.0;0.414634146;0.585365854;0.463414634;0.536585366;-0.99;0.05;109.2;110.2;99.5;342;118;54.3;50.2;14.9;34.2;245;50.1;14.0;67.0;261;Oakland-Alameda County Coliseum Arena;616.025;0
82-83;Golden State Warriors;82;241.2;44.2;91.6;48.3;0.4;1.8;22.7;43.8;89.7;48.8;19.8;26.8;73.7;15.6;27.9;43.5;24.0;10.4;5.2;19.6;26.1;108.6;17;24.7;0.365853659;0.634146341;0.390243902;0.609756098;-3.62;0.14;103.9;107.4;104.0;293;20;52.6;48.5;15.9;33.9;216;51.3;16.9;64.6;241;Oakland-Alameda County Coliseum Arena;341.365;0
85-86;Golden State Warriors;82;241.2;44.5;92.3;48.2;1.1;3.4;31.3;43.5;88.9;48.9;23.3;30.7;76;15.5;28.6;44.1;24.6;9.2;4.3;17.1;24.8;113.4;20;26.8;0.365853659;0.634146341;0.402439024;0.597560976;-3.45;-0.14;108.3;111.6;104.2;333;37;53.6;48.8;13.9;33.5;253;52.4;14.9;66.7;241;Oakland-Alameda County Coliseum Arena;401.205;0
96-97;Golden State Warriors;82;242.7;36.5;80.1;45.6;5.9;16.6;35.3;30.7;63.5;48.3;20.7;26.6;77.8;13.2;27.5;40.8;22.2;7.5;4.4;17.2;21.8;99.6;23;26.7;0.365853659;0.634146341;0.341463415;0.658536585;-4.71;-0.20;107.2;112.2;91.9;332;208;54.3;49.3;15.8;32.3;258;51.8;14.4;67.5;234;San Jose Arena;621.844;0
08-09;Golden State Warriors;82;242.4;39.4;86.0;45.8;6.7;18.0;37.3;32.7;68.0;48;23.1;29.2;79.1;11.6;30.4;42.0;20.9;7.8;6.4;14.6;22.5;108.6;24;25.0;0.353658537;0.646341463;0.37804878;0.62195122;-3.74;-0.06;109.5;113.3;98.2;339;209;54.9;49.7;12.9;26.1;268;50.8;12.9;68.1;251;Oracle Arena;776.66;0
11-12;Golden State Warriors;66;241.1;37.7;82.5;45.7;7.9;20.5;38.8;29.8;62.0;48;14.4;18.7;77;9.7;29.5;39.2;22.3;8.0;5.5;13.9;21.4;97.8;22;25.3;0.348484848;0.651515152;0.378787879;0.621212121;-3.41;0.62;105.4;109.1;92.3;227;248;53.9;50.5;13.3;22.9;175;49.6;13.6;69.1;237;Oracle Arena;622.311;0
09-10;Golden State Warriors;82;240.6;40.6;86.5;46.9;7.7;20.6;37.5;32.9;65.9;49.9;19.9;25.4;78.2;9.2;29.2;38.4;22.4;9.3;4.1;14.7;23.0;108.8;22;25.1;0.317073171;0.682926829;0.390243902;0.609756098;-3.60;0.32;108.1;111.7;100.4;294;238;55.7;51.4;13.1;20.9;230;52.5;15.1;68.5;260;Oracle Arena;739.12;0
94-95;Golden State Warriors;82;242.7;39.2;83.8;46.8;6.7;19.5;34.1;32.6;64.3;50.7;20.6;29.2;70.4;13.4;28.9;42.3;24.6;7.9;4.8;18.3;22.0;105.7;22;26.0;0.317073171;0.682926829;0.329268293;0.670731707;-5.41;0.51;106.7;112.2;97.9;348;233;54.7;50.8;15.9;30.3;245;52.2;13.9;66.5;216;Oakland-Alameda County Coliseum Arena;616.025;0
79-80;Golden State Warriors;82;242.4;43.0;89.2;48.2;0.3;1.5;22.3;42.7;87.8;48.6;17.2;23.3;73.8;14.1;29.7;43.8;24.7;9.5;4.1;18.2;25.4;103.6;20;26.3;0.292682927;0.707317073;0.353658537;0.646341463;-4.39;0.20;102.0;106.3;100.5;262;17;52;48.4;15.5;31.1;193;49.8;15.5;69.8;273;Oakland-Alameda County Coliseum Arena;;0
84-85;Golden State Warriors;82;242.1;42.7;92.1;46.3;1.4;4.8;28.2;41.3;87.3;47.3;23.7;30.9;76.8;16.2;26.1;42.3;21.5;9.8;3.5;17.8;26.0;110.4;23;26.1;0.268292683;0.731707317;0.292682927;0.707317073;-7.34;0.13;106.0;113.0;103.2;335;53;52.2;47;14.4;34.5;257;54;16.1;66.0;268;Oakland-Alameda County Coliseum Arena;300.586;0
01-02;Golden State Warriors;82;241.2;36.6;85.2;42.9;3.9;12.1;32.2;32.7;73.1;44.7;20.6;28.6;72.2;16.3;30.4;46.7;20.8;7.9;6.4;16.8;23.0;97.7;26;24.8;0.256097561;0.743902439;0.317073171;0.682926829;-5.40;0.61;102.8;108.5;94.5;335;142;49.9;45.2;14.7;35.3;242;48.8;12.9;69.4;232;The Arena in Oakland;593.182;0
87-88;Golden State Warriors;82;241.2;42.2;90.3;46.8;1.1;3.8;29.2;41.1;86.5;47.5;21.4;26.9;79.6;13.9;27.5;41.4;24.5;9.0;3.5;17.0;26.3;107.0;22;25.4;0.243902439;0.756097561;0.256097561;0.743902439;-8.32;-0.06;104.7;112.9;101.6;298;42;52.4;47.4;14.3;31.2;237;51.1;14.4;65.1;283;Oakland-Alameda County Coliseum Arena;440.294;0
97-98;Golden State Warriors;82;241.8;34.7;83.9;41.3;2.3;8.5;27.2;32.4;75.5;42.9;16.6;23.3;71;15.7;30.2;45.9;20.8;7.6;5.5;16.7;22.7;88.3;28;25.9;0.231707317;0.768292683;0.207317073;0.792682927;-9.12;-0.08;95.8;105.7;91.4;278;101;46.8;42.7;15.1;33.7;197;46.9;13.0;68.6;247;The Arena in Oakland;444.922;0
99-00;Golden State Warriors;82;240.9;36.5;87.1;42;4.2;13.0;32.3;32.3;74.0;43.7;18.3;26.2;69.7;15.9;29.7;45.6;22.6;8.9;4.3;15.9;24.9;95.5;27;26.9;0.231707317;0.768292683;0.243902439;0.756097561;-8.27;0.64;99.8;108.4;95.4;301;150;48.4;44.4;13.9;32.6;210;49.9;14.6;69.1;259;The Arena in Oakland;509.171;0
19-20;Golden State Warriors;65;241.9;38.6;88.2;43.8;10.4;31.3;33.4;28.2;56.9;49.5;18.7;23.2;80.3;10.0;32.9;42.8;25.6;8.2;4.6;14.9;20.1;106.3;30;24.4;0.230769231;0.769230769;0.246153846;0.753846154;-8.71;0.59;105.2;113.8;100.3;264;355;54;49.7;13.2;21.5;212;55.3;13.7;76.4;193;Chase Center;614.176;0
00-01;Golden State Warriors;82;241.2;35.8;87.5;40.9;3.4;11.8;29.3;32.4;75.7;42.7;17.4;24.7;70.6;16.4;29.1;45.5;21.8;9.0;5.0;15.9;21.1;92.5;28;26.6;0.207317073;0.792682927;0.207317073;0.792682927;-9.05;0.94;97.8;107.4;94.1;282;134;47;42.9;13.9;33.3;199;50.4;15.0;69.7;227;The Arena in Oakland;591.981;0
15-16;Golden State Warriors*;82;242.4;42.5;87.3;48.7;13.1;31.6;41.6;29.4;55.7;52.8;16.7;21.8;76.3;10.0;36.2;46.2;28.9;8.4;6.1;15.2;20.7;114.9;2;27.4;0.890243902;0.109756098;0.792682927;0.207317073;10.76;-0.38;114.5;103.8;99.3;250;362;59.3;56.3;13.5;23.5;191;47.9;12.6;76.0;208;Oracle Arena;803.436;0
15-16;Cleveland Cavaliers*;82;242.1;38.7;84.0;46;10.7;29.6;36.2;27.9;54.4;51.4;16.3;21.7;74.8;10.6;33.9;44.5;22.7;6.7;3.9;13.6;20.3;104.3;4;28.1;0.695121951;0.304878049;0.695121951;0.304878049;6.00;-0.55;110.9;104.5;93.3;259;352;55.8;52.4;12.7;25.1;194;49.6;12.6;78.5;205;Quicken Loans Arena;843.042;1
16-17;Golden State Warriors*;82;241.2;43.1;87.1;49.5;12.0;31.2;38.3;31.1;55.8;55.7;17.8;22.6;78.8;9.4;35.0;44.4;30.4;9.6;6.8;14.8;19.3;115.9;1;28.2;0.817073171;0.182926829;0.817073171;0.182926829;11.63;-0.28;115.6;104.0;99.8;259;359;59.7;56.3;13.2;22.8;204;48.6;13.5;74.9;198;Oracle Arena;803.436;1
17-18;Golden State Warriors*;82;240.6;42.8;85.1;50.3;11.3;28.9;39.1;31.5;56.2;56;16.6;20.3;81.5;8.4;35.1;43.5;29.3;8.0;7.5;15.5;19.6;113.5;3;28.8;0.707317073;0.292682927;0.682926829;0.317073171;5.98;-0.19;113.6;107.6;99.6;239;339;60.3;56.9;14.1;21.0;195;50.4;12.6;76.3;186;Oracle Arena;803.436;1
18-19;Golden State Warriors*;82;241.5;44.0;89.8;49.1;13.3;34.4;38.5;30.8;55.3;55.7;16.3;20.4;80.1;9.7;36.5;46.2;29.4;7.6;6.4;14.3;21.4;117.7;2;28.4;0.695121951;0.304878049;0.682926829;0.317073171;6.46;-0.04;115.9;109.5;100.9;227;384;59.6;56.5;12.6;22.5;182;50.8;11.7;77.1;205;Oracle Arena;803.436;0
91-92;Golden State Warriors*;82;242.4;45.9;90.6;50.7;3.1;9.3;33.3;42.8;81.3;52.7;23.7;31.8;74.6;13.9;29.0;42.8;25.2;10.4;4.6;16.5;25.0;118.7;8;25.5;0.670731707;0.329268293;0.609756098;0.390243902;3.90;-0.14;113.6;109.9;103.4;351;103;56.8;52.4;13.6;31.8;262;49.9;14.9;64.2;256;Oakland-Alameda County Coliseum Arena;616.025;0
13-14;Golden State Warriors*;82;241.8;39.5;85.4;46.2;9.4;24.8;38;30.0;60.6;49.6;15.9;21.1;75.3;10.9;34.4;45.3;23.3;7.8;5.0;15.2;21.8;104.3;5;26.3;0.62195122;0.37804878;0.658536585;0.341463415;4.80;0.34;107.5;102.6;96.2;247;291;55;51.7;13.8;25.1;186;47.7;13.6;76.3;224;Oracle Arena;803.436;0
93-94;Golden State Warriors*;82;241.2;42.8;87.1;49.2;3.5;10.5;33.9;39.3;76.7;51.2;18.6;28.1;66.4;14.4;29.2;43.6;26.8;9.8;6.2;17.5;21.8;107.9;15;25.0;0.609756098;0.390243902;0.56097561;0.43902439;1.74;0.01;108.3;106.5;99.1;322;120;54.2;51.2;14.9;32.9;214;48.8;14.7;64.4;210;Oakland-Alameda County Coliseum Arena;616.025;0
12-13;Golden State Warriors*;82;241.5;38.2;83.4;45.8;8.0;19.9;40.3;30.1;63.5;47.5;16.8;21.3;79;10.8;34.2;45.0;22.5;6.9;4.2;15.1;21.4;101.2;12;25.3;0.573170732;0.426829268;0.536585366;0.463414634;0.89;0.42;106.4;105.5;94.5;255;239;54.5;50.6;14.0;25.4;201;48.6;12.4;75.5;211;Oracle Arena;794.32;0
90-91;Golden State Warriors*;82;241.5;43.5;89.6;48.5;3.3;9.8;33.7;40.2;79.8;50.4;26.4;33.7;78.3;13.6;28.1;41.7;23.8;9.8;4.6;16.6;26.9;116.6;11;26.5;0.536585366;0.463414634;0.548780488;0.451219512;1.63;0.09;111.9;110.3;103.6;376;109;55.9;50.4;13.7;31.0;294;49.7;15.2;64.1;289;Oakland-Alameda County Coliseum Arena;616.025;0
88-89;Golden State Warriors*;82;242.7;45.5;97.3;46.8;2.4;7.7;30.8;43.1;89.6;48.1;23.2;29.1;79.9;16.1;31.2;47.4;24.5;10.1;7.8;18.1;23.7;116.6;16;26.0;0.524390244;0.475609756;0.487804878;0.512195122;-0.30;-0.29;107.4;107.7;107.3;299;79;52.9;48;14.2;33.4;239;47.9;14.6;64.1;240;Oakland-Alameda County Coliseum Arena;587.82;0
06-07;Golden State Warriors*;82;240.9;39.8;86.0;46.3;8.5;24.0;35.6;31.2;62.0;50.4;18.5;25.8;71.7;11.5;30.0;41.4;23.8;9.1;5.7;16.0;23.6;106.5;13;24.6;0.512195122;0.487804878;0.487804878;0.512195122;-0.34;0.34;107.0;107.4;99.2;300;279;54.8;51.2;14.1;25.6;215;50.6;16.1;69.6;264;Oracle Arena;742.267;0
86-87;Golden State Warriors*;82;242.7;43.3;90.4;47.9;1.4;4.4;31.9;41.9;86.0;48.7;24.0;30.8;78;14.5;28.7;43.2;25.4;8.7;3.9;16.5;26.1;112.0;17;26.9;0.512195122;0.487804878;0.426829268;0.573170732;-2.34;-0.20;108.9;111.2;101.7;341;49;53.9;48.7;13.7;32.5;266;50.3;14.2;65.3;272;Oakland-Alameda County Coliseum Arena;423.997;0
00-01;Houston Rockets;82;241.8;35.9;79.2;45.3;6.1;17.2;35.7;29.7;62.0;48;19.3;25.4;75.8;11.2;30.8;42.0;19.7;7.2;4.4;14.7;20.2;97.2;12;26.7;0.548780488;0.451219512;0.585365854;0.414634146;2.29;0.42;106.7;104.2;90.4;321;217;53.8;49.2;14.0;27.5;244;47.5;12.6;71.9;206;Compaq Center;518.555;0
02-03;Houston Rockets;82;243.0;34.6;78.8;44;5.4;15.5;34.6;29.3;63.3;46.2;19.1;24.9;76.8;12.5;31.3;43.8;18.4;7.2;6.0;15.6;19.5;93.8;13;25.9;0.524390244;0.475609756;0.56097561;0.43902439;1.48;0.42;104.3;102.6;88.8;316;196;52.2;47.4;14.8;30.3;243;46.2;12.6;72.4;209;Compaq Center;565.166;0
10-11;Houston Rockets;82;242.4;38.7;85.1;45.4;8.3;22.5;36.7;30.4;62.6;48.6;20.3;25.4;80.1;11.7;31.1;42.8;23.8;7.1;4.5;13.5;20.0;105.9;11;26.5;0.524390244;0.475609756;0.573170732;0.426829268;2.18;0.19;111.3;109.0;94.2;299;264;55;50.3;12.3;27.4;239;50;12.6;72.7;219;Toyota Center;663.839;0
11-12;Houston Rockets;66;243.4;37.7;84.0;44.9;7.2;20.2;35.9;30.5;63.8;47.7;15.4;19.7;78.2;11.7;30.5;42.2;21.3;7.5;4.8;14.5;20.4;98.1;18;26.2;0.515151515;0.484848485;0.515151515;0.484848485;0.23;0.35;105.5;105.2;91.7;235;240;52.9;49.2;13.5;27.5;184;49;13.8;73.4;210;Toyota Center;506.994;0
09-10;Houston Rockets;82;242.7;37.7;84.4;44.7;7.9;22.4;35.1;29.9;62.0;48.1;19.0;24.7;77.2;11.8;30.1;42.0;21.8;7.1;3.9;14.5;20.9;102.4;16;26.0;0.512195122;0.487804878;0.487804878;0.512195122;-0.37;0.35;107.6;108.0;94.0;292;265;53.7;49.4;13.2;26.9;225;51.1;13.6;73.8;215;Toyota Center;677.658;0
91-92;Houston Rockets;82;242.4;39.9;84.1;47.5;4.0;11.7;34.3;35.9;72.4;49.6;18.2;24.6;73.8;13.1;29.7;42.8;25.1;8.0;7.0;16.8;21.6;102.0;18;28.0;0.512195122;0.487804878;0.43902439;0.56097561;-1.72;-0.22;106.2;108.0;95.1;293;139;53.7;49.9;15.0;30.9;216;47.7;12.5;66.4;209;The Summit;592.79;0
05-06;Houston Rockets;82;241.8;33.0;76.2;43.3;5.7;17.2;33.2;27.3;59.0;46.3;18.3;24.1;75.9;10.4;31.3;41.6;19.3;7.2;3.9;14.5;22.7;90.1;19;28.8;0.414634146;0.585365854;0.43902439;0.56097561;-1.59;0.28;101.6;103.3;88.0;317;226;51.9;47.1;14.3;25.5;240;47.2;13.1;74.6;247;Toyota Center;636.11;0
99-00;Houston Rockets;82;241.8;36.6;81.3;45;7.1;19.8;35.8;29.5;61.5;48;19.2;26.2;73.3;12.3;31.5;43.8;21.6;7.5;5.3;17.4;20.3;99.5;20;26.3;0.414634146;0.585365854;0.475609756;0.524390244;-0.87;0.30;104.8;105.7;94.2;322;244;53.6;49.4;15.8;29.1;236;48.1;12.5;71.6;201;Compaq Center;624.594;0
83-84;Houston Rockets;82;240.9;45.5;91.9;49.5;0.4;1.9;19.5;45.1;90.0;50.1;19.3;26.1;74;14.6;30.3;44.9;26.9;7.6;6.3;19.0;28.3;110.6;17;26.8;0.353658537;0.646341463;0.402439024;0.597560976;-3.09;-0.04;105.3;108.2;104.7;284;20;53.5;49.7;15.6;32.8;210;48.6;14.1;67.5;285;The Summit;425.755;0
01-02;Houston Rockets;82;243.7;34.6;80.8;42.8;6.0;18.0;33.5;28.5;62.8;45.5;17.1;23.1;74.1;12.5;29.4;41.9;18.1;6.5;5.4;14.1;18.0;92.3;25;25.9;0.341463415;0.658536585;0.329268293;0.670731707;-4.89;0.58;103.1;108.6;88.2;286;223;50.7;46.5;13.4;29.0;211;49.1;11.5;69.8;178;Compaq Center;481.227;0
21-22;Houston Rockets;82;240.9;39.4;86.4;45.6;13.5;38.7;34.9;25.9;47.7;54.3;17.5;24.5;71.3;9.6;32.4;42;23.6;7.3;4.7;16.5;20.6;109.7;29;24.1;0.243902439;0.756097561;0.256097561;0.743902439;-8.48;0.22;108.4;116.7;100.9;284;448;56.5;53.4;14.5;21.7;202;55.4;12.3;74.4;206;Toyota Center;638,977;0
20-21;Houston Rockets;72;240.3;39.3;88.5;44.4;13.8;40.6;33.9;25.5;47.9;53.2;16.5;22.3;74;9.3;33.3;42.6;23.6;7.6;5.0;14.7;19.5;108.8;27;26.5;0.236111111;0.763888889;0.277777778;0.722222222;-7.90;0.40;107.1;114.9;101.4;252;459;55.3;52.1;13.0;19.8;187;55.5;12.9;77.1;201;Toyota Center;117.009;0
82-83;Houston Rockets;82;240.6;40.7;90.8;44.8;0.8;3.3;24.7;39.9;87.5;45.6;17.1;23.6;72.5;14.7;27.6;42.3;23.5;7.9;5.1;19.2;26.0;99.3;23;29.0;0.170731707;0.829268293;0.170731707;0.829268293;-11.60;0.48;97.0;108.3;102.2;260;36;49.1;45.3;15.9;30.8;188;50.5;15.4;65.4;246;The Summit;291.315;0
17-18;Houston Rockets*;82;240.9;38.7;84.2;46;15.3;42.3;36.2;23.4;41.9;55.8;19.6;25.1;78.1;9.0;34.5;43.5;21.5;8.5;4.8;13.8;19.5;112.4;1;29.8;0.792682927;0.207317073;0.743902439;0.256097561;8.48;-0.27;114.7;106.1;97.6;298;502;59;55.1;12.7;21.3;233;52.1;13.4;79.9;171;Toyota Center;732.722;0
18-19;Toronto Raptors*;82;242.4;42.2;89.1;47.4;12.4;33.8;36.6;29.8;55.3;53.9;17.7;22.0;80.4;9.6;35.6;45.2;25.4;8.3;5.3;14.0;21.0;114.4;3;27.3;0.707317073;0.292682927;0.682926829;0.317073171;06.09;-0.60;113.1;107.1;100.2;247;379;57.9;54.3;12.4;21.9;198;50.9;13.1;77.1;190;Scotiabank Arena;812.822;1
96-97;Houston Rockets*;82;242.1;37.0;79.1;46.8;8.2;22.4;36.5;28.9;56.6;50.9;18.3;24.3;75.5;11.3;31.3;42.6;24.5;8.4;4.2;16.6;19.6;100.6;7;30.8;0.695121951;0.304878049;0.658536585;0.341463415;4.48;-0.62;108.8;104.0;91.6;307;284;56;52;15.6;28.4;232;48.1;13.3;71.4;190;The Summit;667.685;0
14-15;Houston Rockets*;82;241.5;37.0;83.3;44.4;11.4;32.7;34.8;25.6;50.6;50.6;18.6;26.0;71.5;11.7;32.0;43.7;22.2;9.5;5.0;16.7;22.0;103.9;7;27.6;0.682926829;0.317073171;0.609756098;0.390243902;3.44;0.38;107.0;103.4;96.5;312;392;54.8;51.2;15.0;26.8;223;48.6;14.6;72.9;208;Toyota Center;747.412;0
07-08;Houston Rockets*;82;240.6;36.6;81.7;44.8;7.1;20.8;34.2;29.5;60.9;48.5;16.4;22.5;72.6;12.2;32.4;44.6;21.4;7.3;5.1;13.7;19.6;96.7;8;28.3;0.670731707;0.329268293;0.670731707;0.329268293;4.68;0.15;106.8;101.6;90.4;276;255;52.8;49.2;13.0;29.1;200;46.5;12.8;74.8;214;Toyota Center;718.524;0
16-17;Houston Rockets*;82;241.2;40.3;87.2;46.2;14.4;40.3;35.7;25.9;46.9;55.2;20.3;26.5;76.6;10.9;33.5;44.4;25.2;8.2;4.3;15.1;19.9;115.3;3;27.4;0.670731707;0.329268293;0.670731707;0.329268293;5.77;0.08;114.7;109.0;100.0;304;462;58.3;54.5;13.3;24.6;233;51.9;13.2;75.8;194;Toyota Center;695.903;0
92-93;Houston Rockets*;82;241.2;40.0;82.2;48.6;4.7;13.1;36.1;35.3;69.2;51;19.3;25.5;75.8;12.0;30.9;42.9;25.8;8.3;6.6;15.8;20.7;104.0;6;27.4;0.670731707;0.329268293;0.646341463;0.353658537;4.23;-0.66;109.6;105.2;94.4;310;159;55.7;51.5;14.5;30.0;235;47.4;13.4;68.5;201;The Summit;554.21;0
13-14;Houston Rockets*;82;241.8;38.0;80.5;47.2;9.5;26.6;35.8;28.5;54.0;52.9;22.1;31.1;71.2;11.2;34.1;45.3;21.4;7.6;5.6;16.1;20.4;107.7;7;25.4;0.658536585;0.341463415;0.646341463;0.353658537;4.56;0.50;111.0;106.3;96.3;386;330;57.1;53.1;14.6;27.4;275;48.9;12.5;74.1;193;Toyota Center;743.082;0
08-09;Houston Rockets*;82;241.5;36.1;79.6;45.3;7.6;20.2;37.5;28.5;59.4;48;18.7;23.2;80.5;10.5;32.5;43.0;20.3;6.7;4.3;14.1;18.9;98.4;6;27.9;0.646341463;0.353658537;0.646341463;0.353658537;4.00;-0.27;108.4;104.0;90.2;292;254;54.8;50.1;13.6;26.4;235;47.9;11.9;75.3;192;Toyota Center;717.669;0
18-19;Houston Rockets*;82;241.8;39.2;87.4;44.9;16.1;45.4;35.6;23.1;42.0;55.1;19.3;24.4;79.1;10.2;31.9;42.1;21.2;8.5;4.9;13.3;22.0;113.9;5;29.2;0.646341463;0.353658537;0.646341463;0.353658537;4.77;0.19;115.5;110.7;97.9;279;519;58.1;54.2;12.0;22.8;221;52.5;13.4;74.4;210;Toyota Center;740.392;0
06-07;Houston Rockets*;82;242.1;35.4;79.6;44.5;8.6;23.1;37.2;26.8;56.5;47.5;17.5;23.2;75.3;10.7;32.6;43.3;20.8;7.1;4.1;14.2;20.9;97.0;5;28.2;0.634146341;0.365853659;0.670731707;0.329268293;4.85;0.19;106.0;100.7;90.7;292;290;54;49.9;13.6;25.7;220;46.6;13.6;77.0;230;Toyota Center;678.362;0
90-91;Houston Rockets*;82;242.1;41.5;88.9;46.7;3.9;12.1;32;37.6;76.8;49;19.9;26.8;74.1;15.5;30.6;46.1;23.2;9.7;5.0;17.1;22.9;106.7;9;27.3;0.634146341;0.365853659;0.609756098;0.390243902;3.50;-0.23;107.4;103.9;98.5;302;136;53;48.9;14.5;34.4;224;46.9;14.7;66.9;220;The Summit;613.23;0
04-05;Houston Rockets*;82;242.1;34.7;78.3;44.3;6.7;18.5;36.4;28.0;59.7;46.8;18.9;24.2;78.1;10.7;31.7;42.4;21.1;6.9;4.6;13.8;22.0;95.1;5;29.7;0.62195122;0.37804878;0.646341463;0.353658537;04.04;0.23;106.2;101.7;88.8;309;237;53.4;48.6;13.5;26.3;242;45.9;12.9;74.5;245;Toyota Center;663.444;0
85-86;Houston Rockets*;82;240.9;45.8;93.5;49;1.0;3.8;27.4;44.8;89.8;49.9;21.7;29.7;73;16.0;29.7;45.7;28.3;9.1;6.7;16.8;24.3;114.4;4;26.0;0.62195122;0.37804878;0.585365854;0.414634146;2.61;-0.51;110.1;107.6;103.5;317;40;53.6;49.6;13.6;35.5;232;49.7;14.8;67.2;243;The Summit;604.644;0
98-99;Houston Rockets*;50;241.5;35.1;76.0;46.2;6.7;18.3;36.8;28.4;57.7;49.2;17.3;23.7;72.9;10.7;30.8;41.5;21.2;7.7;5.2;16.2;19.2;94.2;10;29.6;0.62;0.38;0.58;0.42;2.32;-0.93;105.4;102.9;88.8;313;241;54.5;50.6;15.8;27.8;228;46.1;12.4;69.9;188;Compaq Center;407.125;0
19-20;Houston Rockets*;72;241.4;40.8;90.4;45.1;15.6;45.3;34.5;25.1;45.2;55.7;20.6;26.1;79.1;9.8;34.5;44.3;21.6;8.7;5.2;14.7;21.8;117.8;8;29.2;0.611111111;0.388888889;0.583333333;0.416666667;2.96;0.17;112.9;110.1;103.7;288;501;57.8;53.7;12.6;21.0;228;52.9;13.7;75.6;197;Toyota Center;578.458;0
84-85;Houston Rockets*;82;241.8;45.7;90.7;50.4;0.5;2.3;22;45.2;88.5;51.1;19.3;27.6;69.9;16.2;29.2;45.4;27.3;8.3;7.3;19.6;24.8;111.2;9;25.3;0.585365854;0.414634146;0.548780488;0.451219512;1.72;-0.34;107.9;106.3;102.2;304;25;54;50.7;16.0;37.4;213;48.7;15.2;67.4;259;The Summit;553.014;0
95-96;Houston Rockets*;82;241.5;37.5;81.0;46.4;7.8;21.5;36.2;29.8;59.5;50.1;19.6;25.7;76.5;11.2;29.9;41.1;24.2;7.9;5.8;15.2;21.4;102.5;12;29.0;0.585365854;0.414634146;0.56097561;0.43902439;1.74;-0.12;109.3;107.4;93.2;317;265;55.5;51.2;14.1;26.9;243;49.5;13.6;68.6;206;The Summit;667.84;0
19-20;Los Angeles Lakers*;71;240.7;42.3;88.3;48;11.0;31.6;34.9;31.3;56.7;55.2;17.7;24.3;72.9;10.7;35.1;45.7;25.4;8.6;6.6;15.2;20.7;113.4;5;29.5;0.732394366;0.267605634;0.676056338;0.323943662;5.79;0.49;112.0;106.3;100.9;276;358;57.3;54.2;13.3;24.5;201;51.5;14.1;78.8;205;STAPLES Center;588.907;1
81-82;Houston Rockets*;82;241.2;42.7;89.8;47.6;0.6;2.1;28.4;42.1;87.7;48;19.8;27.1;72.9;17.1;27.9;45.0;24.1;7.9;5.2;16.1;22.8;105.9;14;28.3;0.56097561;0.43902439;0.5;0.5;-0.04;-0.36;108.3;108.3;97.2;302;24;52;47.9;13.7;37.8;220;50;14.3;66.1;209;The Summit;480.19;0
87-88;Houston Rockets*;82;240.0;42.3;89.7;47.1;0.8;3.5;23.7;41.4;86.1;48.1;23.6;30.3;78;15.1;30.9;46.0;23.6;8.7;6.1;16.7;22.7;109.0;11;27.7;0.56097561;0.43902439;0.548780488;0.451219512;1.39;-0.57;107.1;105.7;101.8;338;40;52.9;47.6;13.9;33.1;263;47.3;14.2;66.7;243;The Summit;681.051;0
12-13;Houston Rockets*;82;241.2;38.1;82.7;46.1;10.6;28.9;36.6;27.5;53.8;51.1;19.2;25.5;75.4;11.1;32.3;43.4;23.2;8.3;4.4;16.4;20.3;106.0;9;24.4;0.548780488;0.451219512;0.609756098;0.390243902;3.48;0.22;109.7;106.1;96.1;308;349;56.4;52.5;14.9;26.4;232;50.2;13.5;75.2;196;Toyota Center;683.564;0
03-04;Houston Rockets*;82;243.0;33.4;75.5;44.2;6.3;17.1;36.6;27.1;58.4;46.4;16.7;21.6;77.3;10.3;32.3;42.6;19.3;6.8;5.4;16.7;21.5;89.8;10;28.3;0.548780488;0.451219512;0.573170732;0.426829268;1.73;0.55;100.9;99.0;87.8;286;227;52.8;48.4;16.4;26.5;221;44.7;13.1;74.5;233;Toyota Center;640.794;0
88-89;Houston Rockets*;82;242.1;41.6;87.8;47.4;2.0;6.4;31.4;39.6;81.4;48.7;23.3;30.8;75.5;14.8;31.1;45.9;24.6;9.6;6.1;19.1;24.7;108.5;15;26.8;0.548780488;0.451219512;0.536585366;0.463414634;0.95;-0.73;105.7;104.8;101.8;351;73;53.5;48.6;15.9;33.3;265;48.1;14.9;69.0;248;The Summit;680.728;0
86-87;Houston Rockets*;82;241.2;42.3;88.6;47.7;1.1;4.0;27.5;41.2;84.6;48.7;21.3;28.7;74.1;14.5;30.3;44.8;27.2;8.0;6.8;16.9;24.1;106.9;8;26.1;0.512195122;0.487804878;0.536585366;0.463414634;1.00;-0.40;106.5;105.5;99.9;324;45;52.8;48.3;14.3;33.5;240;47;14.1;68.0;261;The Summit;660.175;0
